UI_20150317_000025	{@st41b}出价次数	{@st41b}입찰수					
UI_20150317_000026	{@st41b}当前价格	{@st41b}현재가					
UI_20150317_000027	{@st41b}出价金额	{@st41b}입찰금					
UI_20150317_000028	{@st41b}最低可出价为#{@st57}%s #{@st41b}银币{/}	{@st41b}최소 {@st57}%s {@st41b}실버부터 입찰가능{/}					
UI_20150317_000029	{@st41b}出价{/}	{@st41b}입찰{/}					
UI_20150317_000030	{@st43b}立即购买!{nl}{img icon_item_silver 20 20}{@st57}%s银币{/}	{@st43b}바로 구매!{nl}{img icon_item_silver 20 20}{@st57}%s{/}					
UI_20150317_000031	{@st44}权限设置{/}	{@st44}권한설정{/}					
UI_20150317_000032	{@st45}名称:%s{/}	{@st45}이름:%s{/}					
UI_20150317_000033	{@st45}小队物品存储{/}	{@st45}파티 창고{/}					
UI_20150317_000034	{@st49}无	{@st49}없음					
UI_20150317_000035	{@st49}存储	{@st49}넣기					
UI_20150317_000036	{@st49}取出	{@st49}가져오기					
UI_20150317_000037	{@st45}调查{/}	{@st45}설문{/}					
UI_20150317_000038	{@st49}创作	{@st49}작성					
UI_20150317_000039	{@st49}删除	{@st49}삭제					
UI_20150317_000040	{@st44}保存{/}	{@st44}저장{/}					
UI_20150317_000041	{@st44}取消{/}	{@st44}취소{/}					
UI_20150317_000042	{@st43}{s22}发型沙龙{/}	{@st43}{s22}미용실{/}					
UI_20150317_000043	{@st59}上一个发型{/}	{@st59}이전 머리{/}					
UI_20150317_000044	{@st59}下一个发型{/}	{@st59}다음 머리{/}					
UI_20150317_000045	{@st41b} 修改 {s18} (需要100TP){/}	{@st41b}변경{s18}(NXP 100 필요){/}					
UI_20150317_000046	{@st59}切换到已选发型.{/}	{@st59}선택한 헤어로 변경합니다.{/}					
UI_20150317_000047	{@st41}取消	{@st41}해약					
UI_20150317_000048	{@st43}黑市交易{/}	{@st43}블랙 마켓{/}					
UI_20150317_000049	书籍名称	책이름					
UI_20150317_000050	{@st59}停止阅读{/}	{@st59}독서를 그만둡니다{/}					
UI_20150317_000051	{@st59}上一页{/}	{@st59}이전 페이지{/}					
UI_20150317_000052	{@st59}下一页{/}	{@st59}다음페이지{/}					
UI_20150317_000053	{@st47}%s登场!!	{@st47}%s 등장!!					
UI_20150317_000054	{@st43}得分{/}	{@st43}스코어{/}					
UI_20150317_000055	受到伤害量	받은 데미지					
UI_20150317_000056	技巧加成	테크닉 보너스					
UI_20150317_000057	闪避加成	회피 보너스					
UI_20150317_000058	清除时间	클리어 시간					
UI_20150317_000059	总分	총 점수					
UI_20150317_000060	{@st42}经历时间	{@st42}경과 시간					
UI_20150317_000061	10分钟	10분					
UI_20150317_000062	10秒钟	10초					
UI_20150317_000063	{@st44}完成	{@st44}마감하기					
UI_20150317_000064	{@st59}关闭{/}	{@st59}자판기를 닫습니다{/}					
UI_20150317_000065	{@st43}增益自动贩卖机	{@st43}버프 자판기					
UI_20150317_000066	自动贩卖机	자판기 이름					
UI_20150317_000067	{@st43}注册	{@st43}등록					
UI_20150317_000068	{@st43}取消	{@st43}취소					
UI_20150317_000069	增益自动贩卖机	버프 자판기					
UI_20150317_000070	{@st59}关闭	{@st59}버프 자판기를 닫습니다.					
UI_20150317_000071	{@st59} BUFF 自动售卖机{nl} - 您可以支付银币从其他玩家那里获取BUFF.	{@st59}버프 자판기{nl} - 실버를 지불해 해당 플레이어에게 버프 기술을 시전받을 수 있습니다.					
UI_20150317_000072	马车菜单	마차메뉴					
UI_20150317_000073	{ol}{s22}下船{/}	{ol}{s22}내리기{/}					
UI_20150317_000074	咏唱	캐스팅					
UI_20150317_000075	{@st43} 游戏设置 {/}	{@st43}게임설정{/}					
UI_20150317_000076	{@st64}使用方向键来选择一个单元格!	{@st64}방향키를 입력해 셀을 선택하세요!					
UI_20150317_000077	{@st43}职业升级信息{/}	{@st43}전직 정보{/}					
UI_20150317_000078	{@st43}选择职业	{@st43}클래스 선택					
UI_20150317_000079	超能力者	사이코키네스스트					
UI_20150317_000080	{@st42}%s 圈{/}	{@st42}%s 서클{/}					
UI_20150317_000081	有多少圈?	몇 서클					
UI_20150317_000082	显示职业简要说明.	클래스에 대한 간단한 설명을 이곳에 표시합니다.					
UI_20150317_000083	{@st41b}攻击 {@sti7}%s{/}	{@st41b}공격력 {@sti7}%s{/}					
UI_20150317_000084	{@st41b}支援 {@sti7}%s{/}	{@st41b}보조    {@sti7}%s{/}					
UI_20150317_000085	{@st41b}难度 {@sti7}%s{/}	{@st41b}난이도 {@sti7}%s{/}					
UI_20150317_000086	{@st59}关闭{/}	{@st59}클래스 정보 창을 닫습니다{/}					
UI_20150317_000087	晋升提醒	전직 가능 알람					
UI_20150317_000088	{@st43}晋级	{@st43}클래스 전직					
UI_20150317_000089	{@sti7}{s14} 角色 {/}	{@sti7}{s14}캐릭터{/}					
UI_20150317_000090	{@sti8}{s14} 职业 {/}	{@sti8}{s14}클래스{/}					
UI_20150317_000091	{@st44} 聊天{/}	{@st44}채팅{/}					
UI_20150317_000092	收件人:WWWWWWWW 及其他1人	To. WWWWWWWW 외 1					
UI_20150317_000093	普通: /s 聊天 {nl} 喊声: /y 聊天 {nl} 队伍: /p 聊天{nl}耳语: /w 角色用户名 聊天	일반 : /s 내용{nl}외침 : /y 내용{nl}파티 : /p 내용{nl}귓속말 : /w 캐릭명 내용					
UI_20150317_000094	{@st41} 所有玩家对话{/}	{@st41}일반 대화{/}					
UI_20150317_000095	{@59}退出{/}	{@59}종료하기{/}					
UI_20150317_000096	{@59}邀请{/}	{@59}초대하기{/}					
UI_20150317_000097	{@st59}全部{/}	{@st59}전체{/}					
UI_20150317_000098	{@st59}普通 (/s 聊天){/}	{@st59}일반  (/s 할말){/}					
UI_20150317_000099	{@st59}大喊 (/y 聊天){/}	{@st59}외침  (/y 할말){/}					
UI_20150317_000100	{@st59}组队 (/p 聊天){/}	{@st59}파티  (/p 할말){/}					
UI_20150317_000101	{@st59}密语  (/w 队伍名称 聊天){/}	{@st59}귓속말   (/w 팀이름 할말){/}					
UI_20150317_000102	{@st59}调整聊天窗口大小{/}	{@st59}채팅창 크기 조절{/}					
UI_20150317_000103	{@st43}{s22}聊天宏指令{/}	{@st43}{s22}채팅 매크로{/}					
UI_20150317_000104	{@st43}宏命令{/}	{@st43}매크로{/}					
UI_20150317_000105	{@st59b}宏指令{nl}{@st59s} - 使用方法:{nl} 1. 将上方的动作图示拖放到下方的任意一个动作栏位.{nl} 2. 输入句子并保存.{nl} 3. 使用快捷键,即可同时显示对话和执行动作.{/}	{@st59b}매크로{nl}{@st59s} - 사용 방법 : {nl} 1. 상단의 제스쳐 아이콘을 하단의 제스쳐 슬롯에 등록{nl} 2. 대화문구 작성 후 저장{nl} 3. 해당 단축키를 사용해서 대사와 동시에 제스쳐 동작{/}					
UI_20150317_000106	{@st59}关闭{/}	{@st59}매크로를 닫습니다{/}					
UI_20150317_000107	{@st41b}保存{/}	{@st41b}저장{/}					
UI_20150317_000108	{@st59}保存登录信息{/}	{@st59}등록한 내용을 저장합니다{/}					
UI_20150317_000109	{@st41b}取消{/}	{@st41b}취소{/}					
UI_20150317_000110	{@st59}取消登录{/}	{@st59}등록한 내용을 취소합니다{/}					
UI_20150317_000111	{@st42}聊天设置	{@st42}채팅 설정					
UI_20150317_000112	{@st42}透明度	{@st42}투명도					
UI_20150317_000113	显示对话气泡	말풍선 표시					
UI_20150317_000114	将大喊显示在顶部	화면 상단에 외치기 내용 표시					
UI_20150317_000115	{@st43}作弊代码列表{/}	{@st43}치트리스트{/}					
UI_20150317_000116	{@st42b}物品{/}	{@st42b}  아이템  {/}					
UI_20150317_000117	{@st42b}怪物{/}	{@st42b}  몬스터  {/}					
UI_20150317_000118	{@st42b}移动地图{/}	{@st42b}  맵이동  {/}					
UI_20150317_000119	{@st42b}战斗顺序{/}	{@st42b}  전투명령  {/}					
UI_20150317_000120	{@st41b}关闭{/}	{@st41b}닫기{/}					
UI_20150317_000121	{s16}{b}通过单击“创建”按钮或双击,可以生成物品.	{s16}{b}더블클릭 또는 생성 버튼으로 아이템을 생성할 수 있습니다.					
UI_20150317_000122	{s16}{b}海洋之王	{s16}{b}개					
UI_20150317_000123	{s16}{b}等级	{s16}{b}레벨					
UI_20150317_000124	{@st41b}搜索{/}	{@st41b}검색{/}					
UI_20150317_000125	{s16}{b}可以通过双击或创建按钮来召唤怪物.	{s16}{b}더블클릭 또는 생성버튼으로 몬스터를 소환할 수 있습니다.					
UI_20150317_000126	{s16}{b}玛丽	{s16}{b}마리					
UI_20150317_000127	{s16}{b}请选择所需区域.	{s16}{b}원하는 지역을 선택하세요					
UI_20150317_000128	{s18}{b}查看小地图{/}	{s18}{b}미니맵 보기{/}					
UI_20150317_000129	{@st41b}道具列表{/}	{@st41b}툴 리스트{/}					
UI_20150317_000130	{@st59b}图鉴{nl}{@st59s} - 购买图鉴卡片组即可收集该道具.{nl} - 使用图鉴卡片组道具时,图鉴快捷键将会激活.{nl}{/}	{@st59b}콜렉션{nl}{@st59s} - 게임내 콜렉션 덱을 구해 아이템을 수집하면 해당 아이템 수집 가능{nl} - 콜렉션 덱 아이템 사용했을 경우 콜렉션 단축키가 활성화{nl}{/}					
UI_20150317_000131	{@st59}关闭{/}	{@st59}콜렉션 정보를 닫습니다{/}					
UI_20150317_000132	{@st43}收藏{/}	{@st43}콜렉션{/}					
UI_20150317_000133	{@st43}颜色喷雾{/}	{@st43}컬러스프레이{/}					
UI_20150317_000134	{@st49}颜色喷雾{/}	{@st49}컬러스프레이{/}					
UI_20150317_000135	{@st49}颜色{/}	{@st49}색상{/}					
UI_20150317_000136	{@st49}剩余{/}	{@st49}잔량{/}					
UI_20150317_000137	{@st49}画笔{/}	{@st49}브러쉬{/}					
UI_20150317_000138	{@st49}{a END_EDIT_SPRAY}绘制{/}{/}	{@st49}{a END_EDIT_SPRAY}그리기{/}{/}					
UI_20150317_000139	{@st49}{a SAVE_EDIT_SPRAY}保存{/}{/}	{@st49}{a SAVE_EDIT_SPRAY}저장{/}{/}					
UI_20150317_000140	{@st49}{a LOAD_EDIT_SPRAY}导入{/}{/}	{@st49}{a LOAD_EDIT_SPRAY}불러오기{/}{/}					
UI_20150317_000141	{@st49}关闭{/}	{@st49}닫기{/}					
UI_20150317_000142	{@st43}伙伴领养	{@st43}컴패니언 분양					
UI_20150317_000143	{@st59}请输入您新领养的伙伴的名称.{/}	{@st59}분양 받을 컴패니언의 이름을 입력하세요{/}					
UI_20150317_000144	{@st41b}名称{/}	{@st41b}이름{/}					
UI_20150317_000145	{@st41b}价格:%s{/}	{@st41b}가격     %s{/}					
UI_20150317_000146	{@st59}关闭{/}	{@st59}컴패니엄 분양 창을 닫습니다{/}					
UI_20150317_000147	{@st41b}领养	{@st41b}분양					
UI_20150317_000148	{@st59}确认领养{/}	{@st59}분양 받을 컴패니언을 결정합니다{/}					
UI_20150317_000149	{@st43}伴侣商店	{@st43}컴패니언 샵					
UI_20150317_000150	{@st59}关闭宠物商店{/}	{@st59}컴패니언 상점을 닫습니다{/}					
UI_20150317_000151	{@st43}其他角色信息{/} {@st42}	{@st43}다른 캐릭터 정보{/} {@st42}					
UI_20150317_000152	{@st59}关闭角色情报{/}	{@st59}캐릭터 정보를 닫습니다{/}					
UI_20150317_000153	{@st41b}信息	{@st41b}정보					
UI_20150317_000154	{@st41b}记录	{@st41b}기록					
UI_20150317_000155	队伍名称	팀이륨					
UI_20150317_000156	角色名称	캐릭이륨					
UI_20150317_000157	{#ffff00}%s{/}环 %s 等级 {#ffff00}%s{/}	{#ffff00}%s{/}랭크 %s {#ffff00}%s{/}레벨					
UI_20150317_000158	战士	젼샤					
UI_20150317_000159	冒险索引 {#ffff00}%s{/} (等级{#ffff00}%s{/}/%s)	모험지수 {#ffff00}%s{/} ({#ffff00}%s{/}위/%s)					
UI_20150317_000160	冒险指数 {#ffff00}%s{/} ({#ffff00}无排名{/})	모험지수 {#ffff00}%s{/} ({#ffff00}Unranked{/})					
UI_20150317_000161	总共成就:{#ffff00}%s{/}个	업적달성 {#ffff00}%s{/}개					
UI_20150317_000162	设置	설정					
UI_20150317_000163	清除标签标题以删除标签.	탭 제목을 지우고 확인하면 탭이 삭제됩니다					
UI_20150317_000164	{@st49}全部{/}	{@st49}전체{/}					
UI_20150317_000165	{@st49}系统设置{/}	{@st49}시스템{/}					
UI_20150317_000166	{@st49}对话{/}	{@st49}대화{/}					
UI_20150317_000167	{@st49}战斗{/}	{@st49}전투{/}					
UI_20150317_000168	{@st49}物品{/}	{@st49}아이템{/}					
UI_20150317_000169	{@st43}鸣谢{/}	{@st43}크레딧{/}					
UI_20150317_000170	{@st43}锁定目标设置{/}	{@st43}타겟 고정 설정 중{/}					
UI_20150317_000171	NPC名称	엔피씨이름					
UI_20150317_000172	对比	비교					
UI_20150317_000173	插画	일러스트					
UI_20150317_000174	选择一个对话	대화 선택					
UI_20150317_000175	帮助文本	텍스트 헬프					
UI_20150317_000176	{@st41}物品锻造{/}	{@st41}아이템 제조{/}					
UI_20150317_000177	{@st45tw2}正在制造道具……	{@st45tw2}아이템 제작 중...					
UI_20150317_000178	%r 秒钟	%r 초					
UI_20150317_000179	{@st41}取消{/}	{@st41}취소{/}					
UI_20150317_000180	{@st45tw2}数量{/}	{@st45tw2}수량 {/}					
UI_20150317_000181	{@st45tw2}您要制作这个物品吗?	{@st45tw2}아이템을 만드시겠습니까?					
UI_20150317_000182	{@st41}确认{/}	{@st41}결정{/}					
UI_20150317_000183	任务简介	퀘스트 정보					
UI_20150317_000184	{@st59}取消交易{/}	{@st59}거래를취소합니다{/}					
UI_20150317_000185	{@st43}个人贸易{/}	{@st43}개인 거래{/}					
UI_20150317_000186	我的交易清单	내 거래 목록					
UI_20150317_000187	白银:%s	실버 : %s					
UI_20150317_000188	确定	입력					
UI_20150317_000189	{@st41}接受	{@st41}수락					
UI_20150317_000190	{@st41}确认	{@st41}최종확인					
UI_20150317_000191	其他玩家(%s)的交易清单	상대방(%s) 거래 목록					
UI_20150317_000192	其他玩家的名字	상대방이름					
UI_20150317_000193	{s18}{ol}{gr gradation1}野外活动{/}	{s18}{ol}{gr gradation1}필드 이벤트{/}					
UI_20150317_000194	{s20}{ol}击败布贝族!您想加入吗?	{s20}{ol}부베족을 물리쳐라! 참가하시겠습니까?					
UI_20150317_000195	{s20}{ol}%s 您想加入吗?	{s20}{ol}%s 참가하시겠습니까?					
UI_20150317_000196	{s20}{ol}参与者:(1/5)	{s20}{ol}참가 인원 : (1/5)					
UI_20150317_000197	{s20}{ol}参与者:(%s/%s)	{s20}{ol}참가 인원 : (%s/%s)					
UI_20150317_000198	{s20}{ol}1秒后游戏将开始.	{s20}{ol}1초 후 게임이 시작됩니다.					
UI_20150317_000199	{s20}{ol}%s秒后游戏将开始.	{s20}{ol}%s초 후 게임이 시작됩니다.					
UI_20150317_000200	今天不再显示此消息	오늘 하루 보지 않기.					
UI_20150317_000201	不显示野外事件	필드 이벤트를 보지 않습니다.					
UI_20150317_000202	加入游戏	게임 참여					
UI_20150317_000203	与其他玩家一起开始游戏.	플레이어들과 게임을 시작합니다.					
UI_20150317_000204	拒绝游戏邀请.	게임 참여를 하지 않습니다.					
UI_20150317_000205	喷漆预设	스프레이 프리셋					
UI_20150317_000206	{@st49}选择{/}	{@st49}선택{/}					
UI_20150317_000207	{@st49}取消{/}	{@st49}취소{/}					
UI_20150317_000208	{@st49}删除{/}	{@st49}삭제{/}					
UI_20150317_000209	输入要保存的档案名称.	저장할 파일의 이름을 입력합니다.					
UI_20150317_000210	{@st43}好友	{@st43}친구					
UI_20150317_000211	{@st59}关闭好友列表{/}	{@st59}친구 목록를 닫습니다{/}					
UI_20150317_000212	{@st59b}好友{nl}{@st59s} - 可以与游戏中的其他玩家成为好友{nl} - 可以通过好友列表标签页确认好友们的状态{nl} - 在管理标签页可以邀请、拒绝或封锁好友{/}	{@st59b}친구{nl}{@st59s} - 친구 관계는 계정 사이에 생성{nl} - 목록 탭에서 친구들의 상태 확인/삭제 가능{nl} - 관리 탭에서 초대, 거절, 차단 등의 내용을 확인{/}					
UI_20150317_000213	{@st41b}只显示在线好友{/}	{@st41b}접속한 친구만 보기{/}					
UI_20150317_000214	{@st41b}列表	{@st41b}목록					
UI_20150317_000215	{@st41b}管理	{@st41b}관리					
UI_20150317_000216	{@st41b}发送好友请求	{@st41b}친구 신청					
UI_20150317_000217	{@st41b}屏蔽	{@st41b}차단					
UI_20150317_000218	{@st59}搜索{/}	{@st59}검색{/}					
UI_20150317_000219	{@st44}公会{/}	{@st44}길드{/}					
UI_20150317_000220	公会	길드					
UI_20150317_000221	列表	명단					
UI_20150317_000222	新闻	새소식					
UI_20150317_000223	公会任务	길드미션					
UI_20150317_000224	在线成员	접속중인 구성원 수					
UI_20150317_000225	{@st44}建立公会{/}	{@st44}길드생성{/}					
UI_20150317_000226	{@st42}创建{/}	{@st42}생성{/}					
UI_20150317_000227	{@st42}关闭{/}	{@st42}닫기{/}					
UI_20150317_000228	{@st42}全部{/}	{@st42}전체{/}					
UI_20150317_000229	{@st42}今日排名{/}	{@st42}오늘랭킹{/}					
UI_20150317_000230	{@st42}周排名{/}	{@st42}주간랭킹{/}					
UI_20150317_000231	{@st56}排名{/}	{@st56}순위{/}					
UI_20150317_000232	{@st56}积分{/}	{@st56}점수{/}					
UI_20150317_000233	{@st56}职业{/}	{@st56}직업{/}					
UI_20150317_000234	{@st56}名称{/}	{@st56}이름{/}					
UI_20150317_000235	上一页	이전 페이지					
UI_20150317_000236	下一页	다음 페이지					
UI_20150317_000237	{@st42}ID 搜索{/}	{@st42}ID 검색{/}					
UI_20150317_000238	输入要搜索的ID.	입력한 ID를 검색합니다					
UI_20150317_000239	关闭名誉殿堂	명예의 전당을 닫습니다					
UI_20150317_000240	输入要搜索的ID.	검색할 ID를 입력합니다					
UI_20150317_000241	{@st59}体力{/}	{@st59}스태미나{/}					
UI_20150317_000242	{@st43}帮助列表{/}	{@st43}도움말 목록{/}					
UI_20150317_000243	{@st59}关闭帮助列表视窗{/}	{@st59}도움말 목록 창을 닫습니다{/}					
UI_20150317_000244	{@st59b}帮助列表{nl}{@st59s} - 如果需要帮助,可以再次阅读帮助主题.{nl} - 选择主题以查看更多信息{/}	{@st59b}도움말 목록{nl}{@st59s} - 읽었던 도움말들을 목록에서 다시 확인 가능{nl} - 원하는 항목을 선택해서 상세 보기{/}					
UI_20150317_000245	{@st43}{s22}帮助{/}	{@st43}{s22}도움말{/}					
UI_20150317_000246	{@st47_b}{b}帮助主题{/}	{@st47_b}{b}도움말 제목{/}					
UI_20150317_000247	{@st42b}简易帮助内容{/}	{@st42b}심플 도움말내용{/}					
UI_20150317_000248	{@st59}查看详细信息{/}	{@st59}자세하게 보기{/}					
UI_20150317_000249	请输入数量.	수량을 입력하세요					
UI_20150317_000250	{@st59}输入内容{/}	{@st59}내용을 입력합니다{/}					
UI_20150317_000251	{@st41b}确认	{@st41b}확인					
UI_20150317_000252	{@st59}确认输入{/}	{@st59}입력 내용을 확인합니다{/}					
UI_20150317_000253	{@st41b}关闭	{@st41b}닫기					
UI_20150317_000254	{@st59}取消{/}	{@st59}입력을 취소합니다{/}					
UI_20150317_000255	{@st43}传送点{/}	{@st43}워프{/}					
UI_20150317_000256	{@st59}关闭传送点视窗.{/}	{@st59}워프 창을 닫습니다{/}					
UI_20150317_000257	{@st59b}传送点{nl}{@st59s} - 可以快速前往您已经访问过的区域.{nl} - 当两个或以上的传送点可用时,传送功能活性化.{nl}{/}	{@st59b}워프{nl}{@st59s} - 자신이 방문한 지역으로 워프할 수 있는 시스템{nl} - 워프가 2개이상일때 워프 기능 활성화{nl}{/}					
UI_20150317_000258	{@st41}当前位置:%s{/}	{@st41}현재 위치 : %s{/}					
UI_20150317_000259	{@st43}{s22}传送{/}	{@st43}{s22}워프{/}					
UI_20150317_000260	{@st41b}您确定要前往该区域吗?{/}	{@st41b}이 지역으로 이동하시겠습니까?{/}					
UI_20150317_000261	什么是绍利艾?	사울레이 어쩌고					
UI_20150317_000262	消耗金币:0	소모 코인 : 0					
UI_20150317_000263	开场	인트로					
UI_20150317_000264	{@st43}物品栏{/}	{@st43}인벤토리{/}					
UI_20150317_000265	{@st59}关闭{/}	{@st59}인벤토리를 닫습니다{/}					
UI_20150317_000266	{@st59b}装备 {nl} {@st59s}- 发型/服饰:改变角色的外观的装备.{nl} - 武器:可以装备单手或双手武器{nl} (副武器/盾牌可以与单手武器一起装备) {nl} - 护甲:上衣、下衣、手套、鞋子.{nl} - 配饰:可以装备1颈链和2个护腕.{nl} {/}	{@st59b}착용장비{nl}{@st59s} - 헤어/코스튬 : 외형 변경 가능 아이템 착용{nl} - 무기 : 한손 장비 및 양손 장비 착용 가능{nl}   (한손 장비 착용시 서브웨폰/방패 착용 가능 ){nl} - 방어구 : 상의, 하의, 장갑, 신발 착용{nl} - 악세서리 : 목걸이 1개, 팔찌 2개 착용{nl}{/}					
UI_20150317_000267	{@st59}发型/服饰 1{/}	{@st59}헤어 코스튬1{/}					
UI_20150317_000268	{@st59}发型/服饰 2{/}	{@st59}헤어 코스튬2{/}					
UI_20150317_000269	{@st59}项链{/}	{@st59}목걸이{/}					
UI_20150317_000270	{@st59}服装{/}	{@st59}코스튬{/}					
UI_20150317_000271	{@st59}上衣{/}	{@st59}상의{/}					
UI_20150317_000272	{@st59}手套{/}	{@st59}장갑{/}					
UI_20150317_000273	{@st59}下装{/}	{@st59}하의{/}					
UI_20150317_000274	{@st59}鞋子{/}	{@st59}신발{/}					
UI_20150317_000275	{@st59}左手{/}	{@st59}왼손{/}					
UI_20150317_000276	{@st59}右手{/}	{@st59}오른손{/}					
UI_20150317_000277	{@st59}手镯 1{/}	{@st59}팔찌1{/}					
UI_20150317_000278	{@st59}手镯 2{/}	{@st59}팔찌2{/}					
UI_20150317_000279	{@st59}护腕{/}	{@st59}암밴드{/}					
UI_20150317_000280	{@st59}搜索{/}	{@st59}입력한 이름으로 검색합니다{/}					
UI_20150317_000281	重量	무게					
UI_20150317_000282	{@st43}装备增益{/}	{@st43}장비 버프{/}					
UI_20150317_000283	{@st59}关闭{/}	{@st59}수리 UI를 닫습니다{/}					
UI_20150317_000284	{@st42}可用增益物品	{@st42}버프 가능 장비 목록					
UI_20150317_000285	{@st42}使用{/}	{@st42}소모 아이템{/}					
UI_20150317_000286	{@st42}奔跑	{@st42}실행					
UI_20150317_000287	{@st42}目标物品{/}	{@st42}타겟 아이템{/}					
UI_20150317_000288	{@st59}戒指 1{/}	{@st59}링1{/}					
UI_20150317_000289	{@st43}物品制造{/}	{@st43}아이템 제작{/}					
UI_20150317_000290	{@st42b}仅显示可制造物品{/}	{@st42b}재료가 있는 것만 보기{/}					
UI_20150317_000291	{@st59}关闭{/}	{@st59}아이템 제작을 닫습니다{/}					
UI_20150317_000292	{@st43}{s22}拆分物品	{@st43}{s22}아이템 나누기					
UI_20150317_000293	{@st59}输入数量{/}	{@st59}개수를 입력하세요{/}					
UI_20150317_000294	怪物生命值条	몬스터 체력게이지					
UI_20150317_000295	{@st44}已获得组合道具{/}	{@st44}세트 아이템 획득{/}					
UI_20150317_000296	键盘勇士	키보드 워리어					
UI_20150317_000297	击毙	킬					
UI_20150317_000298	99分钟 99秒	99분 99초					
UI_20150317_000299	38,000 分	38000 점					
UI_20150317_000300	强化速度药水	향상된 신속의 물약					
UI_20150317_000301	{@st41}确定{/}	{@st41}확 인{/}					
UI_20150317_000302	{@st59b}冒险日志{nl}{@st59s}- 游戏进度将记录在冒险日志中.{nl}- 可以通过以下内容提升冒险指数:获得物品、狩猎怪兽、制作和地图探索等.{nl}    冒险指数:所有指数的总和.{nl}    成长:每个角色等级和职业等级增加5点{nl}    物品:装备:X级10点、书籍:10点、其他:1点{nl}    怪兽:每只怪兽10点(Boss怪兽50点){nl}    地图:每10%探索地图增加1点{nl}    任务:每个任务增加1点{nl}    成就:根据成就不同{nl}    制作:10点{nl}    收藏:完成一副牌5点、完成整副牌45点{nl}- 根据冒险指数,可以从城镇的NPC那里获得特殊奖励.{/}	{@st59b}모험일지{nl}{@st59s} - 자신의 진행한 정보가 모험일지에 기록{nl} - 아이템 습득, 몬스터 사냥, 제작, 맵탐험, 콘텐츠 진행으로 모험지수 획득{nl}    모험지수 : 다른 모든 지수의 총 합{nl}    성장 : 레벨 및 직업 레벨당 5점{nl}    아이템 : 장비 : 등급 X 10점, 책 : 10점, 기타 : 1점{nl}    몬스터 : 몬스터당 10점 (보스 : 50점){nl}    지역탐색 : 10%당 1점{nl}    퀘스트 : 퀘스트당 1점{nl}    업적 : 업적별로 다름{nl}    제작법 : 개당 10점{nl}    콜렉션 : 덱 5점 , 완성 45점{nl} - 획득한 모험지수에 따라 마을 NPC에게서 보상 획득{/}					
UI_20150317_000303	{@sti7}{s22}{ds}成就{/}	{@sti7}{s22}{ds}모험지수 달성도{/}					
UI_20150317_000304	{@st42b}{#22FF22}%s 分数/前10%{/}	{@st42b}{#22FF22}상위 10% / %s점{/}					
UI_20150317_000305	{@st42b}平均分数/%s 分数{/}	{@st42b}전체 평균 /  %s점{/}					
UI_20150317_000306	第 1 名 / %s 分数	1위 / %s점					
UI_20150317_000307	第%d名	%s위					
UI_20150317_000308	%s 分	%s점					
UI_20150317_000309	职业	직업					
UI_20150317_000310	团队	팀					
UI_20150317_000311	{@st59}关闭{/}	{@st59}모험일지를 닫습니다{/}					
UI_20150317_000312	{@st43}冒险日志排名{/}	{@st43}모험일지 랭킹{/}					
UI_20150317_000313	{@st43}{s22}排名	{@st43}{s22}랭킹					
UI_20150317_000314	{@st43}{s22}名称	{@st43}{s22}이름					
UI_20150317_000315	{@st43}{s22}得分	{@st43}{s22}점수					
