QUEST_UNUSED_20150317_000015	呼呼,真是认真啊!{nl}我突然想起你还是实习法师的时候.那时候你真的很认真呢…{nl}	후후, 정말 열심이네. {nl}네가 아직 수습 위저드였을 때가 생각났어. 그때도 넌 참 열심이었지..{nl}				위저드 마스터
QUEST_UNUSED_20150317_000016	我很好奇你现在究竟进不了多少.{nl}污染这黑暗森林的报丧女妖对你来说应该是个适当的挑战吧?	지금의 네가 얼마나 성장했는지 알고 싶어.{nl}이 숲을 더럽히는 밴시들이라면 네게 적당한 도전이 아닐까?				위저드 마스터
QUEST_UNUSED_20150317_000017	我觉得比起考试这是做好事.{nl}那么下次在柯拉佩达见啰!	시험보다는 좋은 일을 한다고 생각하는 거야.{nl}그럼, 나중에 클라페다에서 또 만나.				위저드 마스터
QUEST_UNUSED_20150317_000018	不错,消灭的很干脆.{nl}下次见面的时候我是否会更好奇你变成甚么样了呢?	그래, 멋지게 해치웠네.{nl}다음에 만날 땐 어떤 모습일지 더욱 궁금해지는걸?				위저드 마스터
QUEST_UNUSED_20150317_000019	我初次见到他的时候,我都怀疑他不会立即死掉了,他居然还能站起来.我想.{nl}现在我觉得他比我更出名了.{nl}	널 처음 보았을 땐 너무 어설퍼서 금방 죽지 않을까.. 싶었는데.{nl}지금은 나보다도 더 유명해진 것 같아.{nl}				아처 마스터
QUEST_UNUSED_20150317_000020	我想看看你是不是真的实力如其名,跟我打个赌吧!?{nl}把污染这森林的报丧女妖全都消灭吧怎么样?	네가 정말 그 명성에 걸맞는지 나와 내기를 해 볼까.{nl}이 숲을 뒤덮고 있는 역겨운 밴시들을 모두 처치하는 거지. 어때?				아처 마스터
QUEST_UNUSED_20150317_000021	其时打赌才没那么重要呢.重点是和我见面.{nl}那么我就在柯拉佩达等你.	사실 내기가 뭐 그리 중요하겠어. 날 만난 게 더 중요하지.{nl}그럼, 클라페다에서 기다리겠어.				아처 마스터
QUEST_UNUSED_20150317_000022	来了啊!你真令人赞赏啊!{nl}我能期待你下次进步多少吗?	왔군. 넌 정말 날 감탄하게 하는구나.{nl}다음엔 더 성장한 모습을 기대해도 되겠지?				아처 마스터
QUEST_UNUSED_20150317_000023	比起第一次来到柯拉佩达的时候,又充满更多女神的祝福了.{nl}我想知道你信仰的心有多虔诚.{nl}	처음 클라페다에 왔을 때보다 더 여신의 은총이 충만해지신 것 같아요.{nl}당신의 신앙심이 얼마나 깊은지 알고 싶어요.{nl}				클레릭 마스터
QUEST_UNUSED_20150317_000024	当然这不是能以抽象标准来衡量的.{nl}我就是以女神之名将带给这森林邪恶的气息的报丧女妖们给驱赶走的.	물론 추상적인 기준으로 재보자는 건 아니에요.{nl}이 숲에 사악한 기운을 가져오는 밴시들을 여신의 이름으로 물리치는 거예요.				클레릭 마스터
QUEST_UNUSED_20150317_000025	女神的敌人就是我们的敌人.{nl}那么我们柯拉佩达见.	여신의 적은 우리의 적이나 다름없습니다.{nl}그럼, 클라페다에서 뵙겠습니다.				클레릭 마스터
QUEST_UNUSED_20150317_000026	您来了啊!你的信仰之心很虔诚.{nl}给了我很多灵感.{nl}这是我的一点心意.请用在正确的地方.	오셨군요. 당신은 굉장한 신앙심을 보여 주셨습니다.{nl}그리고 제게 큰 영감도 주셨죠.{nl}이건 저의 작은 성의랍니다. 부디 옳은 일에 써 주세요.				클레릭 마스터
QUEST_UNUSED_20150317_000027	以前很清幽的这个地方现在因为怪物出没而不得安宁.	예전엔 고요했던 이곳이 이제 몬스터들로 잠시도 조용할 때가 없습니다.				약한 부엉이 조각상
QUEST_UNUSED_20150317_000028	不管那个怪物的话牠会攻击聚集而来的灵魂并且将之污染.	저 몬스터를 그냥 두면 이곳에 모여드는 영혼을 공격하고 더럽힐 것입니다.				약한 부엉이 조각상
QUEST_UNUSED_20150317_000029	不管怎么说那些家伙数量总算有减少,我心情是有好一点.	녀석들이 조금이라도 줄어드니 기분이 나아졌습니다.				약한 부엉이 조각상
QUEST_UNUSED_20150317_000030	许多人们把家人的骨灰盒埋在这个地方.{nl}现在都被怪物们给挖开,就将骨灰盆改成安置在地面上了.	사람들은 가족의 유골함을 이곳에 묻어두곤 했습니다.{nl}지금은 몬스터들이 전부 파헤치기 때문에 땅 위에 방치되어 있습니다.				약한 부엉이 조각상
QUEST_UNUSED_20150317_000031	有一阵子常常能听到先人们悲伤的啜泣声… 一段令人怀念的时光.	이곳에 유족들의 슬픈 울음소리가 잠깐씩 들리던 그 시절이.. 가장 좋은 시절이었습니다.				약한 부엉이 조각상
QUEST_UNUSED_20150317_000032	还是有很多无法回收的遗物,但幸好还是守住一部分的遗物.	아직 거두지 못한 유물함이 많겠지만, 이나마 지켜내서 다행이라 생각합니다.				약한 부엉이 조각상
QUEST_UNUSED_20150317_000033	其他猫头鹰雕像必须引导的灵魂们正往这里来.{nl}关口附近一定是出事了.	다른 부엉이 조각상들이 인도해야 할 영혼들이 돌아오고 있습니다.{nl}관문 부근에 문제가 생긴 것이 분명합니다.				약한 부엉이 조각상
QUEST_UNUSED_20150317_000034	不知道发生甚么事,总觉得我们好像被骗了.	뭔지 모르지만, 우리가 뭔가에 기만당하고 있는 느낌이 듭니다				약한 부엉이 조각상
QUEST_UNUSED_20150317_000035	不愧是魔族啊!{nl}正干扰著这里的清静.	역시 마족이었군요.{nl}이곳의 고요를 녀석이 더럽히고 있었습니다.				약한 부엉이 조각상
QUEST_UNUSED_20150317_000036	说不定那些奔向北方的灵魂们知道有关那家伙的情报.	북쪽으로 달아난 영혼들이 녀석에 대한 정보를 알고 있을지 모릅니다.				약한 부엉이 조각상
QUEST_UNUSED_20150317_000037	迷路的灵魂	길 잃은 영혼				
QUEST_UNUSED_20150317_000038	您还活著啊…{nl}但你现在的处境也不安全.	당신은 살아 있군요..{nl}하지만 당신도 결코 안전하지 않습니다.				길 잃은 영혼
QUEST_UNUSED_20150317_000039	我不知道魔族在低吟甚么…但那关口的门一定得打开才行.	마족이 무슨 꿍꿍인지는 모르겠습니다만… 저 관문은 꼭 열려야합니다.				약한 부엉이 조각상
QUEST_UNUSED_20150317_000040	大家都向更深处去寻找猫头雕像了.{nl}能否帮我们逃出这里呢?	모두 더 깊은 곳으로 부엉이 조각상을 찾아갔어요.{nl}우리가 이곳에서 탈출할 수 있게 좀 도와주시겠습니까?				길 잃은 영혼
QUEST_UNUSED_20150317_000041	怪物为了吸收灵魂而追上来了.{nl}被牠们逮到的话会被邪恶力量感染.	몬스터는 영혼을 흡수하려고 쫓아 다닙니다.{nl}그들에게 사로잡히면 사악한 힘에 물들어 버리죠.				길 잃은 영혼
QUEST_UNUSED_20150317_000042	太感谢了!{nl}可以找机会逃跑啊…	정말 고맙습니다!{nl}이 틈을 노려서 떠날 수 있겠군요..				길 잃은 영혼
QUEST_UNUSED_20150317_000043	依依不舍的灵魂	미련 많은 영혼				
QUEST_UNUSED_20150317_000044	我都知道.{nl}先行前往北边的灵魂们没办法到达目的地的.{nl}不过可利用其他猫头鹰雕像帮助指引方向.{nl}但我因为丘陵上方的吉伯优南瓜精没办法去…	저는 알고 있어요.{nl}앞서 북쪽으로 갔던 영혼들은 그곳에 도달할 수 없을 거예요.{nl}하지만 이 위쪽에 다른 부엉이 조각상으로 갈 수 있는 길이 있어요.{nl}언덕 위의 사크몰리들 때문에 저는 갈 수 없지만..				미련 많은 영혼
QUEST_UNUSED_20150317_000045	怪物们为什么要追著我们跑啊…{nl}好累喔…死也不要…	몬스터들은 왜 우리를 쫓아 다니는 것일까요..{nl}괴롭습니다.. 죽어서도..				미련 많은 영혼
QUEST_UNUSED_20150317_000046	你说的都是事实吗?{nl}真叫人生气…	그 말이 사실인가요?{nl}길이 막혀있다니..				미련 많은 영혼
QUEST_UNUSED_20150317_000047	没别的办法了.{nl}我先告诉你那灵魂的去向吧.{nl}往北边前进有个猫头鹰雕像.先到那里去看看吧.	어쩔 수 없네요.{nl}일단 그 영혼들이 어디로 향했는지 알려드릴게요.{nl}북쪽으로 나아가면 부엉이 조각상이 하나 있습니다. 그곳으로 가보세요.				미련 많은 영혼
QUEST_UNUSED_20150317_000048	等牠们涌进之前想赶快离开…	다시 녀석들이 몰려오기 전에 떠나고 싶어요..				미련 많은 영혼
QUEST_UNUSED_20150317_000049	神圣的猫头鹰雕像	신성한 부엉이 조각상				
QUEST_UNUSED_20150317_000050	不久前才被变异的死亡魔特斯攻击.{nl}再这样下去我的木制身躯会被粉身碎骨的!	저는 얼마전부터 변이된 데스모두스에게 계속 공격당하고 있습니다.{nl}나무로 만들어진 제 몸도 이대로라면 곧 부서지겠죠!				신성한 부엉이 조각상
QUEST_UNUSED_20150317_000051	我不想再让您拜托我保管的骨灰盆或灵魂迷失方向…	제게 맡겨진 유골함이나 영혼들을 또 다시 방황하게 만들고 싶진 않습니다…				신성한 부엉이 조각상
QUEST_UNUSED_20150317_000052	体型虽小却是很心狠手辣的一群家伙.	작지만 악랄한 녀석들이죠.				신성한 부엉이 조각상
QUEST_UNUSED_20150317_000053	虽然感到悲伤,我们雕像现在无法执行雕刻家给予的任务.{nl}只能在一旁保护他…{nl}	슬프지만, 우리 조각상들은 지금 조각가님께서 부여한 임무를 수행 할 수 없습니다.{nl}저 자신을 보호할 수만 있다면..{nl}				신성한 부엉이 조각상
QUEST_UNUSED_20150317_000054	你该负责的灵魂太多了.	책임져야할 영혼들이 너무 많습니다.				신성한 부엉이 조각상
QUEST_UNUSED_20150317_000055	真是优秀啊!	훌륭하군요!				신성한 부엉이 조각상
QUEST_UNUSED_20150317_000056	请往南边走吧!{nl}可以找到像我一样的破碎雕像的.	남쪽으로 가세요.{nl}저처럼 부서져 가는 조각상이 있을 겁니다.				신성한 부엉이 조각상
QUEST_UNUSED_20150317_000057	忧郁的猫头鹰雕像	우울한 부엉이 조각상				
QUEST_UNUSED_20150317_000058	看到活著的人过来真的很神奇!{nl}每天都守著灵魂们很久没看到活人了.	살아있는 사람이 이곳에 오다니 신기하군요.{nl}영혼들을 보지 못한지 몇 년은 지난 것 같습니다.				우울한 부엉이 조각상
QUEST_UNUSED_20150317_000059	托您的福我才能撑过这些年.	당신 덕분에 여기서 몇 년은 버틸 수 있을 것 같습니다.				신성한 부엉이 조각상
QUEST_UNUSED_20150317_000060	您目睹的怪物就是把我们逼到绝境的幽灵范托群.{nl}为了阻止怪物横行,必须清除空空的猫头鹰.{nl}幽灵范托群正利用陷阱.{nl}必须至溪谷深处确认空空的猫头鹰雕像.	당신이 목격한 몬스터들은 저희를 궁지로 몰아넣은 할로우벤터 무리입니다.{nl}몬스터들을 막기 위해서는 텅 빈 부엉이들을 제거해야 합니다.{nl}할로우벤터 무리가 덫으로 이용하고 있으니 말입니다.{nl}계곡 깊은 곳의 텅 빈 부엉이 조각상들을 확인해야합니다.				우울한 부엉이 조각상
QUEST_UNUSED_20150317_000061	灵魂前往寻找猫头鹰.{nl}但被空空的猫头鹰给吃掉了.{nl}这家伙很清楚灵魂在来找我们的路上会迷路.	영혼은 부엉이들을을 찾아갑니다.{nl}하지만 텅빈 부엉이에게 먹혀버리지요.{nl}녀석은 영혼들이 우릴 찾아 헤맨다는 사실을 너무 잘 알고 있습니다				우울한 부엉이 조각상
QUEST_UNUSED_20150317_000062	我以为这些雕像都会被利用…	그렇게 많은 조각상을 이용하고 있을 줄이야..				우울한 부엉이 조각상
QUEST_UNUSED_20150317_000063	你见到的灵魂所说的地方就是它们为了来找我们猫头鹰前来的地方.{nl}现在这里则到处充满了幽灵范托群安装的陷阱.{nl}幽灵范托群陷阱对谁都是种威胁.	당신이 만난 영혼들이 말한 곳은 영혼들이 우리 부엉이들을 찾아 왔던 곳이었습니다.{nl}지금은 할로우벤터 무리가 설치한 함정으로 가득하죠.{nl}할로우벤터 무리의 함정은 누구에게나 위협이 됩니다.				우울한 부엉이 조각상
QUEST_UNUSED_20150317_000064	灵魂迷路的话会去找其他灵魂.{nl}灵魂就是这个时候会掉入发亮的陷阱.	영혼은 길을 잃으면 또 다른 영혼을 찾아갑니다.{nl}밝게 빛나는 함정은 그런식으로 영혼들을 유혹하지요.				우울한 부엉이 조각상
QUEST_UNUSED_20150317_000065	好多陷阱啊…	많은 함정이 있었군요..				우울한 부엉이 조각상
QUEST_UNUSED_20150317_000066	空虚之腹居然会在约鲁苏~欧鲁附近.{nl}真奇怪.	열쇠을 가진 할로우벤터가 주변에 있을 텐데..{nl}이상하군요.				우울한 부엉이 조각상
QUEST_UNUSED_20150317_000067	必须清除附近的幽灵范托群牠们才会出现.{nl}不出现的话就硬拖出来.	주변 할로우벤터 무리를 처치해야 나타날 것 같습니다.{nl}나오지 않는다면 끌어내야겠지요.				우울한 부엉이 조각상
QUEST_UNUSED_20150317_000068	那些怪物是从哪冒出来的?	저 몬스터들은 어디서 나타난 것일까요?				우울한 부엉이 조각상
QUEST_UNUSED_20150317_000069	这样还不出来的话..{nl}就是在	이래도 나오지 않았다면..{nl}짚이는 곳이 있습니다..				우울한 부엉이 조각상
QUEST_UNUSED_20150317_000070	持有钥匙的幽灵范托竟然不出来…{nl}应该就在我告诉你的那个地方.	이래도 열쇠를 가진 할로우벤터가 나오지 않는다니..{nl}반드시 제가 알려드린 곳에 있을 겁니다.				우울한 부엉이 조각상
QUEST_UNUSED_20150317_000071	等您到达的时候他会显现原本面貌的.	당신이 도착하면 분명히 모습을 드러낼 겁니다.				우울한 부엉이 조각상
QUEST_UNUSED_20150317_000072	这个…是关口的钥匙.	이건.. 관문 열쇠입니다.				우울한 부엉이 조각상
QUEST_UNUSED_20150317_000073	用钥匙打开关口的门吧!{nl}指引灵魂的领路人灵魂就在关口的对面.{nl}那个灵魂会帮助你的.	열쇠로 관문을 여십시오.{nl}관문의 건너편에 영혼들을 인도해주는 길잡이 영혼이 있을 겁니다.{nl}그 영혼이 당신을 도와줄 겁니다.				우울한 부엉이 조각상
QUEST_UNUSED_20150317_000074	灵魂中偶尔会有人不想接受指引,而留下来帮助别人.就是不同类的灵魂.	가끔 영혼들 중엔 인도받기보단 남아서 봉사하는 분들이 있습니다. 그 영혼은 그런 부류입니다.				우울한 부엉이 조각상
QUEST_UNUSED_20150317_000075	领路人灵魂	길잡이 영혼				
QUEST_UNUSED_20150317_000076	你好!{nl}啊…原来是活人啊!	안녕하세요!{nl}아.. 살아계신 분이군요.				길잡이 영혼
QUEST_UNUSED_20150317_000077	我也错过了接受指引的时间了.但是我可没有因此而堕落.{nl}在你来之前,没有我必须指引的灵魂,我正想放弃呢.{nl}现在请帮我打开关口吧!{nl}还有请告知对面的猫头鹰雕像这里非常安全!	저는 이미 인도받을 시기가 지났습니다. 하지만 절대로 타락하지 않았죠.{nl}당신이 오기 전까진 제가 안내해야 할 영혼이 없어서 포기하고 있던 참입니다.{nl}이제 가서 저 관문을 열어주세요.{nl}그리고 건너편의 부엉이 조각상에게 이제 여긴 안전하다고 꼭 전해주세요!				길잡이 영혼
QUEST_UNUSED_20150317_000078	我吗?要说我的事的话可说不完啊…	저요? 제 이야기를 하려면 사연이 너무 많은데…				길잡이 영혼
QUEST_UNUSED_20150317_000079	要消灭魔族的话,我以为那些部下都消失了呢… {nl}结果不是啊!谢谢你帮我开门.	마족을 처치하면 그 부하들이 사라질 줄 알았는데..{nl}아니었군요. 문을 열어 주셔서 감사합니다.				약한 부엉이 조각상
QUEST_UNUSED_20150317_000080	请听从领路人灵魂的建议.{nl}迷失的灵魂需要你的帮助…	길잡이 영혼에게 조언을 들으세요.{nl}헤매는 영혼에게 도움이 필요합니다..				약한 부엉이 조각상
QUEST_UNUSED_20150317_000081	这样我很困扰.那力量若是属于魔族的话会怎么样呢?	곤란하네요. 그 힘이 또 마족이면 어떡하죠?				약한 부엉이 조각상
QUEST_UNUSED_20150317_000082	啊,原来你在说那个灵魂啊!{nl}它在丘陵高处四处徘徊找不到路.	아, 그 영혼을 말씀하시는군요.{nl}그건 언덕 높은 곳에서 헤매고 있습니다.				길잡이 영혼
QUEST_UNUSED_20150317_000083	如果您要确定要出发的话我会替你指引路的.{nl}但是在路上有很多黑暗史莱姆.{nl}对您来说是一大威胁啊.	가시겠다면 방향을 알려드리겠습니다.{nl}하지만 가시는 길에 다크슬라임이 많이 있습니다. {nl}분명 당신에게 큰 위협이 될 것입니다.				길잡이 영혼
QUEST_UNUSED_20150317_000084	我有把握那绝对不是魔族.{nl}但是我有点搞混.	확실한 것은 그게 결코 마족이 아니라는 것입니다.{nl}그런데  매우 혼란스러워 보입니다.				길잡이 영혼
QUEST_UNUSED_20150317_000085	不知名的灵魂	이름 모를 영혼				
QUEST_UNUSED_20150317_000086	我们猫头鹰们正在等您呢!{nl}欢迎.	우리 부엉이들은 당신을 기다리고 있었습니다.{nl}환영합니다.				약한 부엉이 조각상
QUEST_UNUSED_20150317_000087	暗黑吉嘎利们在那里徘徊著{nl}雕刻家看到这森林一定会很心痛的…	저기 검은 지그리들이 돌아다니고 있습니다.{nl}조각가님께서 이 숲을 보면 얼마나 슬퍼하실지..				약한 부엉이 조각상
QUEST_UNUSED_20150317_000088	光是看到散布在那里的骨灰盆就心痛.	저 앞에 흩어져 있는 유골함만 봐도 가슴이 아픕니다.				약한 부엉이 조각상
QUEST_UNUSED_20150317_000089	赤红普朗基正威胁我们.{nl}看看牠们在那里徘徊的样子.	붉은 푸라기가 우리를 위협하고 있습니다.{nl}저기 돌아다니는 것 좀 보세요.				길 잃은 영혼
QUEST_UNUSED_20150317_000090	暗黑南瓜精在那里的话…没办法穿过那里.{nl}丘陵上方都是暗黑南瓜精.	검은 사크몰리들이 저기 있는 동안에는.. 지나갈 수 없습니다.{nl}언덕 위에 검은 사크몰리가 가득해요.				미련 많은 영혼
QUEST_UNUSED_20150317_000091	我想到可以保护我的方法了.{nl}虽然渺茫但我还是能感觉得到渔人怪吞噬的灵魂们.{nl}如果你帮我找回被渔人怪吞噬的神圣力的话…	저를 보호할 방법이 생각났습니다.{nl}피셔맨들이 집어삼킨 영혼들에서 미미하게나마 신성력이 느껴집니다.{nl}피셔맨들이 삼킨 신성력을 찾아온다면..				신성한 부엉이 조각상
QUEST_UNUSED_20150317_000092	猫头鹰雕像的等待	부엉이 조각상의 기다림				
QUEST_UNUSED_20150317_000093	安静的森林(1)	고요의 숲(1)				
QUEST_UNUSED_20150317_000094	提议要消灭暗黑吉嘎利.	검은 지그리를 처치하겠다고 제안한다				
QUEST_UNUSED_20150317_000095	安静的森林(2)	고요의 숲(2)				
QUEST_UNUSED_20150317_000096	告示牌/灵魂的残余.我曾经告诉过弱小的猫头鹰形象.	Notice/영혼의 유골함을 약한부엉이 조각상에게 전달했습니다.				
QUEST_UNUSED_20150317_000097	安静的森林(3)	고요의 숲(3)				
QUEST_UNUSED_20150317_000098	提议要确认关口	관문을 확인하겠다고 제안한다				
QUEST_UNUSED_20150317_000099	安静的森林(4)	고요의 숲(4)				
QUEST_UNUSED_20150317_000100	提议要寻找灵魂.	영혼을 찾아보겠다고 제안한다				
QUEST_UNUSED_20150317_000101	在毒里的灵魂(1)	독 안에 든 영혼(1)				
QUEST_UNUSED_20150317_000102	提议要消灭赤红普朗基	붉은 푸라기를 처치하겠다고 제안한다				
QUEST_UNUSED_20150317_000103	在毒里的灵魂(2)	독 안에 든 영혼(2)				
QUEST_UNUSED_20150317_000104	提议要消灭暗黑南瓜精.	검은 사카몰리를 처치하겠다고 제안한다				
QUEST_UNUSED_20150317_000105	在毒里的灵魂(3)	독 안에 든 영혼(3)				
QUEST_UNUSED_20150317_000106	提议要确认猫头鹰雕像.	부엉이 조각상을 확인해보겠다고 제안한다				
QUEST_UNUSED_20150317_000107	在毒里的灵魂(4)	독 안에 든 영혼(4)				
QUEST_UNUSED_20150317_000108	检查 /制作/2.5/追踪前/无	확인 중/MAKING/2.5/TRACK_BEFORE/None				
QUEST_UNUSED_20150317_000109	猫头鹰雕像的救援请求	부엉이 조각상의 구원요청				
QUEST_UNUSED_20150317_000110	提议要消灭死亡魔特斯.	데스모두스를 처치하겠다고 제안한다				
QUEST_UNUSED_20150317_000111	森林里渗入魔族(1)	숲에 스며든 마족(1)				
QUEST_UNUSED_20150317_000112	提出要主动帮忙.	도움을 주겠다고 제안한다				
QUEST_UNUSED_20150317_000113	森林里渗入魔族(2)	숲에 스며든 마족(2)				
QUEST_UNUSED_20150317_000114	提议要寻找猫头鹰雕像.	부엉이 조각상을 찾아가겠다고 제안한다				
QUEST_UNUSED_20150317_000115	灵魂猎人(1)	영혼 사냥꾼(1)				
QUEST_UNUSED_20150317_000116	提出确认猫头鹰雕像.	부엉이 조각상을 확인하겠다고 제안한다				
QUEST_UNUSED_20150317_000117	灵魂猎人(2)	영혼 사냥꾼(2)				
QUEST_UNUSED_20150317_000118	提出清除陷阱的建议.	함정을 제거하겠다고 제안한다				
QUEST_UNUSED_20150317_000119	灵魂猎人(3)	영혼 사냥꾼(3)				
QUEST_UNUSED_20150317_000120	提议要消灭幽灵范托群.	할로우벤터 무리를 처치하겠다고 제안한다				
QUEST_UNUSED_20150317_000121	灵魂猎人(4)	영혼 사냥꾼(4)				
QUEST_UNUSED_20150317_000122	提议要消灭幽灵范托的建议.	할로우벤터를 처치하겠다고 제안한다				
QUEST_UNUSED_20150317_000123	打开关口(1)	관문 열기(1)				
QUEST_UNUSED_20150317_000124	打开关口(2)	관문 열기(2)				
QUEST_UNUSED_20150317_000125	告诉猫头鹰雕像灵魂的故事.	부엉이 조각상에게 영혼의 이야기를 전해준다				
QUEST_UNUSED_20150317_000126	迷失的灵魂(1)	헤매는 영혼(1)				
QUEST_UNUSED_20150317_000127	迷失的灵魂(2)	헤매는 영혼(2)				
QUEST_UNUSED_20150317_000128	提出要消灭黑暗史莱姆的建议.	다크 슬라임을 처치하겠다고 제안한다				
QUEST_UNUSED_20150317_000129	迷失的灵魂(3)	헤매는 영혼(3)				
QUEST_UNUSED_20150317_000130	比特雷巨蜂的袭击	비테레지나의 습격				
QUEST_UNUSED_20150317_000131	狼人之袭	웨어울프의 습격				
QUEST_UNUSED_20150317_000132	提示 /! / 请击败狼人!	Notice/!/웨어울프를 처치하세요!				
QUEST_UNUSED_20150317_000133	魔法王座塔被玛占领	마법사의 탑을 점령한 마군주				
QUEST_UNUSED_20150317_000134	财富之恩 [赦免者晋升] (4)	재물에도 은혜를[파드너 전직](4)				
QUEST_UNUSED_20150317_000135	密室的秘室	밀실의 비밀				
QUEST_UNUSED_20150317_000136	我会接受打赌.	내기에 응하겠다고 한다				
QUEST_UNUSED_20150317_000137	接受试验.	시험을 받아 들인다				
QUEST_UNUSED_20150317_000138	好奇心承认	호기심의 긍정				
QUEST_UNUSED_20150317_000139	我会帮忙.	해주겠다고 한다				
QUEST_UNUSED_20150317_000140	与虚弱的猫头鹰雕像对话	약한 부엉이 조각상과 대화한다				
QUEST_UNUSED_20150317_000141	进入顶级爪峰	자루머리 고개 진입				
QUEST_UNUSED_20150317_000142	移动到顶级爪峰	자루머리 고개로 이동한다				
QUEST_UNUSED_20150317_000143	消灭暗黑吉嘎利	검은 지그리 처치				
QUEST_UNUSED_20150317_000144	消灭暗黑吉嘎利	검은 지그리를 처치한다				
QUEST_UNUSED_20150317_000145	回收骨灰盆	유골함을 회수				
QUEST_UNUSED_20150317_000146	收集散落在顶级爪峰入口处的骨灰盒	자루머리 고개입구에 흩어져 있는 유골함을 모아온다				
QUEST_UNUSED_20150317_000147	确认灵魂的关口	영혼의 관문 확인				
QUEST_UNUSED_20150317_000148	确认后进入灵魂的关口	영혼의 관문을 확인하고 돌아온다				
QUEST_UNUSED_20150317_000149	与迷路的灵魂对话	길 잃은 영혼과 대화				
QUEST_UNUSED_20150317_000150	沿著往北的路往上走与迷路的灵魂对话	북쪽길을 따라 올라가 길 잃은 영혼과 대화한다				
QUEST_UNUSED_20150317_000151	与迷路的灵魂对话	길 잃은 영혼과 대화한다				
QUEST_UNUSED_20150317_000152	消灭赤红普朗基	붉은 푸라기 처치				
QUEST_UNUSED_20150317_000153	消灭赤红普朗基	붉은 푸라기를 처치한다				
QUEST_UNUSED_20150317_000154	与依依不舍的灵魂对话	미련 많은 영혼과 대화				
QUEST_UNUSED_20150317_000155	与依依不舍的灵魂对话	미련 많은 영혼과 대화한다				
QUEST_UNUSED_20150317_000156	消灭暗黑南瓜精	검은 사크몰리 처치				
QUEST_UNUSED_20150317_000157	消灭暗黑南瓜精	검은 사크몰리를 처치한다				
QUEST_UNUSED_20150317_000158	消灭暗黑南瓜精	검은 사카몰리 처치				
