QUEST_LV_0200_20150317_000041	请帮我找出杜米尼克的订婚戒指.{nl}因为我现在在执行公务无法离开位置.	도미니크의 약혼반지를 찾아주세요.{nl}전 임무수행중이라 자리를 비울 수가 없습니다.				병사 샘슨
QUEST_LV_0200_20150317_000042	已经买了跟原本很像的给她还这样?{nl}真小气.	대충 비슷한 걸로 사다 줬는데도 저런다니까요?{nl}쪼잔하긴.				병사 샘슨
QUEST_LV_0200_20150317_000043	这脏东西是什么?{nl}哎呀,里面会有戒指吗?	이 더러운건 뭐지요?{nl}어라, 안에 반지가 든 건가?				병사 샘슨
QUEST_LV_0200_20150317_000044	刀子也砍不进去,不知道要怎么拿出来.{nl}对了.用火烧开的话会不会就拿得出来了?	칼이 들어가지도 않고 꺼낼 방법이 없네요.{nl}그렇지. 불로 태워버리면 꺼낼 수 있지 않을까요?				병사 샘슨
QUEST_LV_0200_20150317_000045	既然如此,请帮我拿不那么厚的东西来.	이왕이면 굵지 않은 걸로 가져다 주십시오.				병사 샘슨
QUEST_LV_0200_20150317_000046	这种的就可以了.{nl}很好.该怎么在执行公务中烧它还能不被发现呢.	이 정도면 적당하군요.{nl}좋아. 이걸 어떻게 근무 중에 들키지 않고 태울까나.				병사 샘슨
QUEST_LV_0200_20150317_000047	伊薛希奈堤悬崖上长满了干掉的荆棘树.{nl}我因为警戒任务的关系无法离开位置,这次也麻烦你啰.	이쉬시네티 벼랑에 마른 가시 나무가 잔뜩 있을 겁니다.{nl}전 경계 임무 때문에 자리를 비울 수 없으니 이번에도 부탁합니다.				병사 샘슨
QUEST_LV_0200_20150317_000048	啊,如果是在伊薛希奈堤悬崖上的话,就能偷偷烧了.{nl}这是我最后的请求.只要做好点火的准备就行了.	아, 이쉬시네티 벼랑 위쪽이면 몰래 태울 수 있을 겁니다.{nl}제 마지막 부탁입니다. 불 피울 준비만 해 주시면 됩니다.				병사 도미니크
QUEST_LV_0200_20150317_000049	绝对不会再去干涉别人的婚礼.	다신 절대로 남의 결혼식엔 상관 안할 겁니다.				병사 도미니크
QUEST_LV_0200_20150317_000050	就说要去厕所然后偷偷烧掉吧.{nl}真是太感谢你了.	화장실 간다고 하고 몰래 태우지요.{nl}정말 고맙습니다.				병사 도미니크
QUEST_LV_0200_20150317_000051	士兵 福尔特	병사 폴터				
QUEST_LV_0200_20150317_000052	天呐,命运书上写著要我消灭这附近的怪物呢.{nl}我一个人怎么能办得到呢?	세상에, 명령서엔 이 근처 몬스터를 다 제거하라는군요.{nl}어떻게 저 혼자 이 많은 수를 감당하죠?				병사 폴터
QUEST_LV_0200_20150317_000053	我一个人真的太吃力了.{nl}但好险有你的帮忙.	저 혼자서 하긴 너무 버거웠어요.{nl}하지만 당신이 도와주신다니 정말 다행이네요.				병사 폴터
QUEST_LV_0200_20150317_000054	真的感动得要落泪了.{nl}谢谢你的帮忙.	정말 눈물 날 뻔했어요.{nl}도움을 주셔서 정말 감사합니다.				병사 폴터
QUEST_LV_0200_20150317_000055	指挥官 朱利安	지휘관 줄리안				
QUEST_LV_0200_20150317_000056	真是多谢.{nl}如果你不介意的话,我还想再借用你一点力量.{nl}	정말 고맙군.{nl}괜찮다면, 자네의 힘을 좀 더 빌리고 싶네.{nl}				지휘관 줄리안
QUEST_LV_0200_20150317_000057	你能不能去贝尔图伊交叉路上支援指挥官欧路克的部队呢?	벨투이 교차로에서 지휘관 오루크 부대를 지원해주지 않겠나?				지휘관 줄리안
QUEST_LV_0200_20150317_000058	指挥官 欧路克	지휘관 오루크				
QUEST_LV_0200_20150317_000059	真是非凡的实力.{nl}我要请朱利安喝一杯了.	엄청난 실력이군.{nl}이거 줄리안에게 한잔 사야겠어.				지휘관 오루크
QUEST_LV_0200_20150317_000060	这是我在看著钢铁巴温时突然想到的.{nl}这位朋友真的很了不起.	아이언바움을 지켜보면서 든 생각인데. {nl}그 친구 참 대단한 친구야.				지휘관 줄리안
QUEST_LV_0200_20150317_000061	欧路克部队在经历了与钢铁巴温的大小战役后已精疲力尽.{nl}如果你能成为他们的力量,将会坚不可摧.	오루크 부대는 아이언바움과의 크고 작은 전투로 지쳐 있네.{nl}자네가 힘이 되어 준다면 아주 든든할 걸세.				지휘관 줄리안
QUEST_LV_0200_20150317_000062	离开的猫头鹰雕像	떠나가는 부엉이 조각상				
QUEST_LV_0200_20150317_000063	我想帮助净化荆棘森林,但是我的实力还不够.你能不能消灭那些困扰士兵的树魔?	가시숲을 정화해 주는 병사들을 돕고 싶은데 제겐 그럴 힘이 없어 안타까워요.{nl}트리굴이라도 처치해 주실 수 있을까요?				
QUEST_LV_0200_20150317_000064	如果能像以前一样,往返这条路上的人能越来越多就好了.{nl}因为人们真的很有趣呢.	예전처럼 이 길을 오가는 사람들이 많아졌으면 좋겠어요.{nl}사람들은 정말 재밌거든요.				떠나가는 부엉이 조각상
QUEST_LV_0200_20150317_000065	谢谢.你希望我不是因为自己的志向而给你带来不必要的麻烦.	고마워요. 괜히 제 바램 때문에 고생하시네요.				떠나가는 부엉이 조각상
QUEST_LV_0200_20150317_000066	很好.在尼尔罗斯街道上失去了我们队员们的消息.{nl}请帮我找出他们.	좋소. 니우러스 가도에서 우리 부대원들의 소식이 끊겼소.{nl}그들의 수색을 부탁하오.				지휘관 오루크
QUEST_LV_0200_20150317_000067	怎么找都找不到他们的话,就请先回来吧.	만약 찾아봐도 그들이 없다면, 일단은 그냥 돌아오시오.				지휘관 오루크
QUEST_LV_0200_20150317_000068	士兵 卡尔路斯	병사 칼루스				
QUEST_LV_0200_20150317_000069	还有很多同伴在里面.{nl}请求支援.	아직 안쪽에 동료들이 많습니다.{nl}지원을 부탁드립니다.				병사 칼루스
QUEST_LV_0200_20150317_000070	士兵 戴伊纽斯	병사 다이뉴스				
QUEST_LV_0200_20150317_000071	钢铁巴温从德利耶查湿地内攻过来了.{nl}还有很多没有逃出来的队员.{nl}	드리에자 습지에서 아이언바움이 공격해왔습니다.{nl}아직 도망치지 못한 대원들도 있다고요.{nl}				병사 다이뉴스
QUEST_LV_0200_20150317_000072	一个人逃出来真是太羞愧了.{nl}	혼자 도망쳐 나온 게 정말 부끄럽습니다.{nl}				병사 다이뉴스
QUEST_LV_0200_20150317_000073	定居的猫头鹰雕像	정착한 부엉이 조각상				
QUEST_LV_0200_20150317_000074	我有一件事想问你.{nl}我担心那些被拉维内幼虫伤害的士兵们.	부탁드리고 싶은 게 있어요.{nl}병사들이 러바인러바때문에 고생하는 게 너무 안타까워요.				정착한 부엉이 조각상
QUEST_LV_0200_20150317_000075	谢谢.{nl}现在士兵们能安心工作了吧?	감사해요.{nl}이제 병사들이 편하게 작업할 수 있겠죠?				정착한 부엉이 조각상
QUEST_LV_0200_20150317_000076	谢谢你的温暖相助.{nl}要是以后成为灵魂再次相见的话,一定会对你很好的.	따뜻한 도움 정말 감사드려요.{nl}나중에 영혼이 되어 만나게 되면 그 땐 정말 잘해드릴게요.				정착한 부엉이 조각상
QUEST_LV_0200_20150317_000077	你是著名的启明者吗?{nl}好的,我正为某事困惑,需要你的帮助.	자넨 그 유명한 계시자 아닌가.{nl}이거 참 난처했는데 잘 됐군. 자네의 도움이 필요해.				
QUEST_LV_0200_20150317_000078	啊,命令书总算来了.{nl}请回到指挥官朱利安的身边.	아, 이제야 명령서가 왔군요.{nl}지휘관 줄리안님께 돌아가 보십시오. 				병사 폴터
QUEST_LV_0200_20150317_000079	我正在收集有关于钢铁巴温的资讯.{nl}如果想要打通往大王关口的路,必须先消灭这个家伙.	난 아이언바움에 대한 정보를 모으고 있겠네.{nl}대왕의 관문으로 가는 길을 뚫으려면 이 놈을 퇴치하는 게 우선순위지.				지휘관 줄리안
QUEST_LV_0200_20150317_000080	真是谢谢你告诉我.{nl}我先把它交给位于查伊兹达丘陵的福尔特后再回来.	그래 말해주니 정말 고맙군.{nl}자이즈다 언덕에 있는 폴터에게 이 명령서를 가져다주고 다시 돌아오게.				지휘관 줄리안
QUEST_LV_0200_20150317_000081	真的很怀念从前啊.{nl}那时候可没有像针刺树木这种东西.	예전이 정말 그리워요.{nl}가시나무같은 건 없었거든요.				떠나가는 부엉이 조각상
QUEST_LV_0200_20150317_000082	如果通往大王之门的道路是安全的,那么我就能看到更多的人.{nl}	대왕의 관문까지 가는 길이 안전해지만 사람들도 많이 구경할 수 있겠지요.{nl}				떠나가는 부엉이 조각상
QUEST_LV_0200_20150317_000083	这段漫长的时间里看到太多奇怪的事物了.{nl}我现在只想看开心的东西.	너무 오랫동안 많은 것을 보아왔어요.{nl}이젠 즐거운 것만 보고 싶네요.				정착한 부엉이 조각상
QUEST_LV_0200_20150317_000084	人类的灵魂为什么会有如此多的东西呢?	인간의 영혼은 왜 그리 많은 것을 품고 있을까요?				정착한 부엉이 조각상
QUEST_LV_0200_20150317_000085	再这样下去,就算出现一群怪物也还是无解.	이러다 몬스터라도 잔뜩 나타나면 답이 없을 겁니다.				병사 도미니크
QUEST_LV_0200_20150317_000086	我们正在打通往大王关口的道路.{nl}你有听说后来钢铁巴温变成怎么样了吗?	저흰 대왕의 관문까지 길을 뚫는 작업을 하고 있습니다.{nl}아이언바움은 어떻게 됐는지 혹시 들은 것 있으신가요?				병사 샘슨
QUEST_LV_0200_20150317_000087	要在一个团体中成为领导人,必须要坚定自己的原则.	한 무리에서 지도자가 되려면 흔들리지 않는 원칙을 가져야 하지.				지휘관 오루크
QUEST_LV_0200_20150317_000088	要打通往大王关口的路的确是很盲目的事.{nl}但即使如此还是不能不遵从命令.	대왕의 관문까지 길을 뚫는 게 무모한 건 사실이지.{nl}그렇다고 해서 명령에 불복할 순 없어.				지휘관 줄리안
QUEST_LV_0200_20150317_000089	虽然两个指挥官看起来关系不好,但却意外的合作无间.	사이는 나빠 보이지만, 두 지휘관님은 의외로 호흡이 잘 맞아요. 				병사 폴터
QUEST_LV_0200_20150317_000090	一个人都没有好寂寞.{nl}真的好久没看到人类了呢.	아무도 없으니 너무 외로워요.{nl}사람은 정말 오랜만이네요.				걱정하는 부엉이 조각상
QUEST_LV_0200_20150317_000091	请问你在这空无一人的森林里做什么呢?{nl}该不会是重新把路打通了吧?	아무도 없는 숲에 무슨 일이세요?{nl}설마, 다시 길이 뚫렸나요?				걱정하는 부엉이 조각상
QUEST_LV_0200_20150317_000092	谢谢你.{nl}士兵们还有我的同伴们也能睡个安稳觉了.	감사해요.{nl}병사들도, 제 동료들도 편히 잠들 수 있을 거에요.				걱정하는 부엉이 조각상
QUEST_LV_0200_20150317_000093	手臂和脚都没有感觉.{nl}也不觉得冷,感觉好奇怪.	팔과 다리에 감각이 없어.{nl}추운 것도 아닌데 기분이 이상해.				병사 알란
QUEST_LV_0200_20150317_000094	一定要重创魔龙凯拉斯.{nl}如果不这么做的话,我会气到睡不著的.	가이갈라스를 반드시 무찔러야 한다.{nl}그렇지 않으면 너무 화가 나서 잘 수도 없을 거야.				지휘관 월리스
QUEST_LV_0200_20150317_000095	马上就要开始猎杀魔龙凯拉斯了.{nl}真是令人兴奋.	곧 가이갈라스 사냥을 시작할거야.{nl}흥분되는군.				병사 와이즈
QUEST_LV_0200_20150317_000096	那名为怨恨的东西真让人难过.{nl}只能在旁边看著也让人很难过.	원한이란 건 너무 슬퍼요.{nl}보고만 있어야 하는 것도 너무 슬퍼요.				오래된 부엉이 조각상
QUEST_LV_0200_20150317_000097	那些邪恶的存在来势汹汹,会出现更多牺牲者吧.	사악한 존재들이 날뛰는 한 희생은 계속되겠지요.				오래된 부엉이 조각상
QUEST_LV_0200_20150317_000098	联合调查组成员弗雷	합동조사단 프레이				
QUEST_LV_0200_20150317_000099	我是弗雷.{nl}听了你的故事,情况似乎很糟.{nl}如果你和斯科特调查的信息正确的话.	난 프레이라고 해.{nl}이야길 들어보니 어째.. 상황이 좀 안 좋은가 보네?{nl}스캇과 네가 조사한 내용이 그렇다면야..				합동조사단 프레이
QUEST_LV_0200_20150317_000100	{nl}那么,我就不得不采取行动了.{nl}请先击败一些红色沃布斯,它们最近一直在烦我.	{nl}나도 그럼 이쪽에서 뭐라도 해야겠지.{nl}우선은 붉은 부베 약탈자를 좀 처리해 줘. 거슬리기 짝이 없거든.				합동조사단 프레이
QUEST_LV_0200_20150317_000101	拜托了……{nl}光看红色就会让我觉得恶心.	그럼 부탁할게!{nl}저 붉은색만 봐도 이젠 정말 진절머리가 나.				합동조사단 프레이
QUEST_LV_0200_20150317_000102	哦,真的吗?你竟然帮我打败它们了?{nl}谢谢!	어머, 진짜 날 위해 힘써준 거야?{nl}고맙기도 해라!				합동조사단 프레이
QUEST_LV_0200_20150317_000103	我和斯科特聊完之后得到了什么东西.{nl}类似于一个会移动的林间木雕的树根雕塑.{nl}这跟沃布斯得到的树皮有关吗?	스캇이 전해 준 이야길 듣고 생각 난 건데 말야.{nl}우드맨이라고 살아 움직이는 나뭇조각 같은 게 있거든.{nl}아무래도 부베가 가지고 있었다는 나무껍질이랑 관련이 있는 걸까?				합동조사단 프레이
QUEST_LV_0200_20150317_000104	顺便说一下,斯科特关于第二份报告仍然没有消息.{nl}我想知道他发生了什么事情?嗯……	그나저나 스캇이 2차 보고서를 보내 준다고 했는데 아직도 소식이 없네.{nl}우리 귀여운 스캇에게 무슨 일이라도 생긴 걸까? 흐음..				합동조사단 프레이
QUEST_LV_0200_20150317_000105	哇,太好了!{nl}我欠你一个人.谢谢!	와아, 대단한걸?{nl}이걸로 내가 빚을 졌네. 고마워!				합동조사단 프레이
QUEST_LV_0200_20150317_000106	对吗?所以我会问你.{nl}林间人正在鹿角遗址和道路左侧出现.	역시 그렇지? 그럼 네게 부탁할게.{nl}우드맨은 왼쪽 길을 따라가면 나오는 사슴발굽 공터 쪽에서 나타나고 있어.				합동조사단 프레이
QUEST_LV_0200_20150317_000107	我会将Scott提供的信息与这条线索结合起来,拿给我的上级. {nl}顺便说一下,Scott还没有消息传来.甚至在Scott承诺的时间早已过去了.仅凭传闻对于另一位调查员来说还不够吗?{nl}	이 파편이랑 스캇의 자료를 조합한 결과를 선배에게 전해야겠어.{nl}그런데 우리 스캇이 문서로 된 보고서를 준다고 한 지가 훠얼씬 지났는데 아직도 소식이 없네?{nl}전해 들은 이야기만으로는 다른 조사단원에게 신빙성이 떨어지지 않겠어?{nl}				합동조사단 프레이
QUEST_LV_0200_20150317_000108	你能帮忙取Scott的报告吗?{nl}别忘了要骂他偷懒!	네가 스캇에게 보고서 좀 받아와 줄 수 있을까?{nl}농땡이 중이면 흠씬 혼내 주는 거 잊지 말고!				합동조사단 프레이
QUEST_LV_0200_20150317_000109	帮忙处理Scott的报告,好吗?{nl}有时他很笨,但也很可爱.	우리 스캇의 보고서를 부탁해. 알았지?{nl}가끔 맹한 구석이 있어서 답답하지만 그게 또 귀엽거든.				합동조사단 프레이
QUEST_LV_0200_20150317_000110	我脸都丢尽了.最近我到处调查,想找出点线索..{nl}太感谢你了.如果不是你的话……{nl}唉,我不愿意再想这件事了.{nl}	면목이 없네. 요즘 이것저것 조사한다고 여기저기 들쑤시고 다녔더니..{nl}정말 고마워.  네가 아니었으면 아마 지금쯤.. {nl}아휴, 생각하기도 싫군.{nl}				합동조사단 스캇
QUEST_LV_0200_20150317_000111	哎呀,没有时间做这件事了.{nl}抱歉,请把它交给弗雷,而不是我.{nl}我不知道如何开始清理Vubbes造成的这个混乱..	아차, 이럴 때가 아니지.{nl}미안한데 이 연구 자료 좀 프레이한테 대신 전해 줘.{nl}부베들이 난리 쳐 놓은 것들을 다 정리해야 하는데 어디서부터 시작해야 할지..				합동조사단 스캇
QUEST_LV_0200_20150317_000112	啊,是报告!{nl}好的,斯科特在做什么?{nl}	아, 보고서구나! {nl}그래. 스캇은 뭐 하고 있었대?{nl}				합동조사단 프레이
QUEST_LV_0200_20150317_000113	真的是这样吗?他连一个Vubbes都处理不了,还倒霉了!{nl}太可惜了……我稍后会训斥他的!	그래? 부베 하나 제대로 처리하지도 못하고 쩔쩔매고 있었단 말이지?{nl}이거 참 부끄럽게.. 나중에 내가 한마디 해야겠어!				합동조사단 프레이
QUEST_LV_0200_20150317_000114	一切都很混乱.{nl}我无法像Vubbes一样集中注意力.{nl}他一定会笑,如果他看到这幅景象?	전부 다 엉망이야 엉망. {nl}저놈의 부베들 때문에 집중할 수가 없어.{nl}이 꼴을 프레이가 본다면 분명히 비웃겠지?				합동조사단 스캇
QUEST_LV_0200_20150317_000115	联合调查单位成员弗雷	합동조사단프레이				
QUEST_LV_0200_20150317_000116	仍在努力寻找事件的真相.{nl}拿着吧.这是灵魂收集卷轴.{nl}	사건의 실체를 파악하려면 아직 멀었어. 아직도 할 일이 쌓여있다고.{nl}자. 이거 받아. 영혼수집 스크롤이야.{nl}				합동조사단프레이
QUEST_LV_0200_20150317_000117	使用这个卷轴击败赤红Vubbe后,Vubbe的灵魂应该会出来?{nl}我需要你收集它给我.这样,数据就几乎完成了.	붉은 부베 궁수에 이 스크롤을 사용한 뒤 처치하면 정신체만 쏙 빠져나오거든?{nl}그걸 모아서 갖다 줘. 그러면 얼추 자료들이 정리될 것 같아.				합동조사단프레이
QUEST_LV_0200_20150317_000118	别忘了顺序.{nl}你必须在对它们使用灵魂收集卷轴后击败赤红Vubbe.明白吗?	순서 까먹지 마.{nl}붉은 부베 궁수에게 영혼수집 스크롤 먼저 사용한 뒤에 처치하는 거야. 알겠지?				합동조사단 프레이
QUEST_LV_0200_20150317_000119	关于Vubbe获得的树皮.{nl}我想我可以使用类似灵魂般的东西将其组合起来...{nl}好吧,请告诉Ukirt这个消息.	부베들이 지녔다던 나무껍질 말이야.{nl}뭔가 영적인 것으로 결합할 수 있는 거 같아..{nl}음, 이 이야기를 유커트에게 전해 줘.				합동조사단 프레이
QUEST_LV_0200_20150317_000120	联合调查单位成员乌基尔特	합동조사단 유커트				
QUEST_LV_0200_20150317_000121	斯科特和弗雷做得很好.你觉得呢?{nl}我不认为Vubbe无法自行创造.{nl}我将使用这个来检查他们的行为.{nl}	프레이와 스캇이 열심히도 뛰어 줬군. 네가 보기엔 어때? {nl}난 이런 걸 부베들이 만들 수 있을 리 없다고 생각해.{nl}이 나무껍질로 무엇을 하려는지 천천히 조사해 봐야겠어.{nl}				합동조사단 유커트
QUEST_LV_0200_20150317_000122	士兵们很久以前留下的补给箱里可能还有一些东西.{nl}上面有一些老旧的补给箱.{nl}你可以去那里检查一下吗?如果我们在那里获得了一些线索,也许就能找到答案.	아마 예전에 병사들이 남겨 두고 간 보급품 상자 안에 뭔가 있을지도 몰라.{nl}저 위쪽으로 가면 오래된 보급품 상자들이 있어.{nl}한 번 가 봐 줄래? 거기서 얻은 단서들까지 합하면 뭔가 그럴싸한 결론이 날 것 같아.				합동조사단 유커트
QUEST_LV_0200_20150317_000123	如果你沿着刚才来的路回去,就会在山丘上看到一个观测塔.{nl}希望怪物还没有碰到它……	왔던 길을 조금 되돌아가 보면 언덕 위에 감시탑이 있을 거야.{nl}아직 몬스터가 손대지 않았으면 좋겠는데..				합동조사단 유커트
QUEST_LV_0200_20150317_000124	他们真的在策划什么吗?{nl}某件事情……似乎有点可疑…..	정말 이놈들이 무언가 꾸미고 있는 걸까?{nl}이거이거.. 냄새가 나, 냄새가..				합동조사단 유커트
QUEST_LV_0200_20150317_000125	布布斯们打破了补给箱并带着这个跑掉了?{nl}为什么?他们真的在制造它吗?{nl}不可能,他们不够聪明到能做到这一点.{nl}	부베들이 보급품 상자를 부수고 이걸 들고 도망갔었다고?{nl}왜지? 설마 이놈들이 진짜 그걸 만들고 있었던 건가?{nl}아니야, 에이 설마, 부베들은 그럴만한 지능이 없어.{nl}				합동조사단 유커트
QUEST_LV_0200_20150317_000126	好!我们应该注意并解决这个问题!	좋아! 정신 차리고 확실히 파헤치는 거야!				합동조사단 유커트
QUEST_LV_0200_20150317_000127	好了.你准备好吗?{nl}	좋아. 각오는 되어 있겠지?{nl}				합동조사단 유커트
